"bldrgstPk","bldNm","sggNm","bjdongNm","beonji","regstrKindNm","mainPurpsNm","strctNm","totarea","flrCnt","platArea","archArea","bcRat","vlRat","etcStrct","etcRoof","pmsDay","stcnsDay","useaprDay"
"11710-12274",,"송파구","송파동","25","일반건축물","근린생활시설, 주택","철근콘크리트구조","881.64","5/1","0","0","0","0","철근콘크리트조","평스라브","19900804","199111","19920604"
"11710-4534",,"송파구","송파동","25-1","표제부","공동주택","철근콘크리트구조","656.51","5/0","285.8","170.73","59.74","229.71","철근콘크리트구조","평스라브","20020814","20020831","20021210"
"11710-20739",,"송파구","송파동","25-2","표제부","공동주택(다세대주택)","철근콘크리트구조","343.54","5/0","178.5","105.3","58.99","192.46","철근콘크리트구조","평스라브","20051227","20070322","20070703"
"11710-4424",,"송파구","송파동","25-3","일반건축물","근린생활시설, 다가구주택(3가구)","철근콘크리트구조","650.84","5/1","231.6","123.86","53.48","217.08","철근콘크리트조, 경량철골조, 세멘벽돌조, 연와조","평스라브/샌드위치판넬경사지붕","19860930",,"19861216"
"11710-8233",,"송파구","송파동","25-6","표제부","공동주택","철근콘크리트구조","466.18","5/0","204.9","122.04","59.56","227.52","철근콘크리트구조","평스라브","20010720","20030319","20030719"
"11710-11169",,"송파구","송파동","25-9","일반건축물","다가구용단독주택(10가구)","철근콘크리트구조","449.1","3/1","204.9","119.8","58.47","165.32","철근콘크리트조","평스라브","19951228","19960801","19961224"
"11710-17717",,"송파구","송파동","25-10","표제부","다세대주택","철근콘크리트구조","452.1","5/0","204.9","122.46","59.77","220.64","철근콘크리트조","평슬라브","20010628","20010801","20020206"
"11710-24180",,"송파구","송파동","25-11","일반건축물","다가구용단독주택(7가구)","철근콘크리트구조","419.83","3/1","204.9","122.05","59.57","165.18","철근콘크리트조","평스라브","19960702","19971002","19980723"
"11710-21818",,"송파구","송파동","25-13","표제부","공동주택(다세대주택)","철근콘크리트구조","409.09","5/0","204.9","114.82","56.04","199.65","철근콘크리트구조","(철근)콘크리트","20060118","20070129","20070604"
"11710-18357",,"송파구","송파동","25-14","표제부","공동주택","철근콘크리트구조","471.26","5/0","204.9","122.84","59.95","230","철근콘크리트구조","평스라브","20011101","20020322","20020916"
"11710-22155","캄스빌","송파구","송파동","25-15","표제부","공동주택","철근콘크리트구조","494.73","5/0","204.9","127.4","62.18","241.45","철근콘크리트조","평스라브","20010322","20010409","20010802"
"11710-100567242","2516","송파구","송파동","25-16","표제부","도시형생활주택(단지형다세대주택)","철근콘크리트구조","469.81","6/1","214.8","118.18","55.02","199.86","철근콘크리트구조","(철근)콘크리트","20210607","20210910","20220809"
"11710-14388",,"송파구","송파동","25-17","표제부","공동주택(다세대주택)","철근콘크리트구조","516.13","5/0","231.5","138.26","59.72","222.95","철근콘크리트구조","(철근)콘크리트,","20030617","20040323","20040914"
"11710-16596",,"송파구","송파동","25-18","표제부","공동주택","철근콘크리트구조","452.41","5/0","231.5","137.94","59.59","195.43","철근콘크리트구조","(철근)콘크리트평스라브","20030604","20030630","20040922"
"11710-9707",,"송파구","송파동","25-19","표제부","공동주택(다세대주택)","철근콘크리트구조","510.59","5/0","231.5","137.8","59.52","220.56","철근콘크리트구조","(철근)콘크리트,평스라브","20030617","20040323","20040913"
"11710-6206","그린빌라","송파구","송파동","25-20","표제부","공동주택(다세대주택)","철근콘크리트구조","503.4","5/0","231.5","138.6","59.87","217.45","철근콘크리트구조","평스라브","20030623","20030630","20040226"
"11710-23956",,"송파구","송파동","25-21","표제부","공동주택(다세대주택)","철근콘크리트구조","333.5","5/0","175.2","102.4","58.45","190.35","철근콘크리트구조","평스라브","20051227","20070322","20070703"
"11710-19389",,"송파구","송파동","25-22","표제부","공동주택","철근콘크리트구조","344.6","4/0","175.2","101.46","57.91","196.69","철근콘크리트구조","평스라브","20031009","20031011","20040323"
"11710-20534",,"송파구","송파동","26","일반건축물","근린생활시설","철근콘크리트구조","740.03","4/1","311.3","150.31","48.28","193.14","철근콘크리트조","평스라브","19901205","19901213","19911128"
"11710-12067","송파동U-IN빌딩","송파구","송파동","26-1","표제부","공동주택,근린생활시설","철근콘크리트구조","708.85","5/1","243.7","145.61","59.75","232.46","철근콘크리트구조","평스라브","20010822","20020415","20020928"
"11710-17152",,"송파구","송파동","26-2","일반건축물","다가구용단독주택(6가구)","벽돌구조","296.52","2/1","201.9","109.7","58.31","93.52","연와조","경사스라브위기와","19920403","19920514","19920720"
"11710-6639",,"송파구","송파동","26-3","표제부","다세대주택(8세대)","철근콘크리트구조","659.01","4/1","293.4","173.05","58.98","205.68","철근콘크리트조, 세멘벽돌조","평스라브","19921031","19921109","19930913"
"11710-21637",,"송파구","송파동","26-4","일반건축물","다가구용단독주택(11가구)","철근콘크리트구조","659.06","3/1","318.1","184.01","57.84","152.11","철근콘크리트벽식조","평스라브","19971230","19930330","19981111"
"11710-100230193",,"송파구","송파동","26-5","표제부","다세대주택","철근콘크리트구조","507","5/0","217.6","130.2","59.83","233","철근콘크리트구조","평스라브","20081114","20100222","20100728"
"11710-5458",,"송파구","송파동","26-6","표제부","공동주택(다세대주택)","철근콘크리트구조","443.23","5/0","228.6","136.4","59.67","193.89","철근콘크리트구조","(철근)콘크리트,평지붕","20051219","20060522","20060921"
"11710-13156",,"송파구","송파동","26-7","일반건축물","근린생활시설,주택","벽돌구조","291.08","2/1","0","0","0","0","연와조","평스라브","19830428",,"19830915"
"11710-100178554",,"송파구","송파동","26-8","표제부","다세대주택","철근콘크리트구조","540.94","6/0","231.4","138.6","59.9","233.77","철근콘크리트구조","평스라브","20080407","20080411","20080724"
"11710-24694","성암주택","송파구","송파동","26-9","표제부","공동주택(다세대주택)","철근콘크리트구조","457.1","5/0","231.4","138.36","59.79","197.54","철근콘크리트구조","(철근)콘크리트평스라브","20051011","20060504","20060913"
"11710-10407",,"송파구","송파동","26-10","표제부","공동주택(다세대주택)","철근콘크리트구조","476.7","5/0","231.4","138.74","59.96","206.01","철근콘크리트구조","(철근)콘크리트,평스라브","20051020","20060125","20060706"
"11710-12445",,"송파구","송파동","26-11","표제부","공동주택","철근콘크리트구조","415.54","5/0","201.6","119.28","59.17","206.12","철근콘크리트구조","(철근)콘크리트","20020412","20020511","20021016"
"11710-24924",,"송파구","송파동","26-12","표제부","다세대주택","철근콘크리트구조","507.09","4/1","201.8","112.35","55.68","198.47","철근콘크리트조","평스라브","19930908","19930210","19940216"
"11710-5264",,"송파구","송파동","26-16","일반건축물","다가구용주택(10가구)","벽돌구조","499.71","2/1","307.4","176.13","57.3","106.14","연와조","평스라브","19901206","19901210","19920214"
"11710-100520402","호수(家)하우스","송파구","송파동","26-17","표제부","도시형생활주택(단지형다세대주택)","철근콘크리트구조","614.65","6/0","307.5","184.16","59.89","199.89","철근콘크리트구조","(철근)콘크리트","20171026","20180129","20180817"
"11710-100520402","호수(家)하우스","송파구","송파동","26-17","표제부","도시형생활주택(단지형다세대주택)","철근콘크리트구조","614.65","6/0","307.5","184.16","59.89","199.89","철근콘크리트구조","(철근)콘크리트","20171026","20180129","20180817"
"11710-100232179","보금자리","송파구","송파동","27","표제부","공동주택(다세대주택)","철근콘크리트구조","486.13","5/0","245.2","144.9","59.09","198.26","철근콘크리트구조","평스라브","20100707","20100712","20101223"
"11710-14296",,"송파구","송파동","27-2","표제부","공동주택","철근콘크리트구조","393.03","5/0","185.7","111.23","59.9","211.65","철근콘크리트구조","평스라브","20020513","20020611","20021206"
"11710-20596",,"송파구","송파동","27-3","일반건축물","제2종근린생활시설","벽돌구조","246.8","2/1","173.2","86.2","49.76","92.76","연와조","경사스라브위기와","19851004","19851008","19860407"
"11710-100246006",,"송파구","송파동","27-4","표제부","근린생활시설 및 다세대주택","철근콘크리트구조","447.28","5/0","187.5","112.49","59.99","238.55","철근콘크리트구조","평슬래브","20120626","20120801","20121127"
"11710-100464302","Heebin's vil(희빈스 빌)","송파구","송파동","27-5","표제부","다세대주택","철근콘크리트구조","349.19","5/0","185.4","111.11","59.93","188.34","철근콘크리트구조","평스라브","20131209","20131226","20141014"
"11710-14394",,"송파구","송파동","27-6","표제부","공동주택","철근콘크리트구조","407.52","5/0","203.9","121.04","59.36","199.86","철근콘크리트구조","평스라브","20020228","20020314","20021016"
"11710-23225",,"송파구","송파동","27-7","일반건축물","다가구용단독주택(3가구)","철근콘크리트구조","338.43","3/1","231.3","122.96","53.16","131.64","철근콘크리트조","콘크리트아치슬라브","19930315","19930419","19931011"
"11710-5102",,"송파구","송파동","27-8","일반건축물","근린생활시설, 주택","철근콘크리트구조","461.82","3/1","221.5","110.24","49.77","148.12","철근콘크리트조","스라브","19860410",,"19860714"
"11710-14525","통일빌라","송파구","송파동","27-9","표제부","공동주택(다세대주택)","철근콘크리트구조","432.97","5/0","204.2","120.87","59.19","212.04","철근콘크리트구조","(철근)콘크리트,평스라브","20030630","20040326","20040726"
"11710-13675",,"송파구","송파동","27-10","표제부","공동주택","철근콘크리트구조","405.48","5/0","204.1","120.15","58.87","198.67","철근콘크리트조","평스라브","20020112","20020227","20020722"
"11710-4199",,"송파구","송파동","27-11","표제부","공동주택(다세대주택)","철근콘크리트구조","381.97","5/0","172.2","102.96","59.79","221.82","철근콘크리트구조","평슬래브","20051221","20070213","20070523"
"11710-18837","윤창빌딩","송파구","송파동","27-12","일반건축물","근린생활시설, 주택","철근콘크리트구조","1092.87","5/1","364.1","180.72","49.63","245","철근콘크리트조,","평스라브","19910820","19920413","19921215"
"11710-24661",,"송파구","송파동","27-13","일반건축물","단독주택","벽돌구조","246.15","2/1","0","0","0","0","연와조","스라브위기와","19830926",,"19851221"
"11710-9565",,"송파구","송파동","27-14","표제부","공동주택","철근콘크리트구조","393.03","5/0","185.4","111.23","59.99","211.99","철근콘크리트구조","평스라브","20020510","20020611","20021213"
"11710-100240796",,"송파구","송파동","27-15","표제부","공동주택","철근콘크리트구조","437.49","6/0","171.9","104.13","60.58","254.5","철근콘크리트구조","평스라브","20110811","20110824","20120305"
"11710-100522282",,"송파구","송파동","27-16","표제부","다세대주택","철근콘크리트구조","333.42","5/0","181.9","108.24","59.51","183.3","철근콘크리트구조","(철근)콘크리트","20180404","20180427","20181113"
"11710-100522282",,"송파구","송파동","27-16","표제부","다세대주택","철근콘크리트구조","333.42","5/0","181.9","108.24","59.51","183.3","철근콘크리트구조","(철근)콘크리트","20180404","20180427","20181113"
"11710-100559882",,"송파구","송파동","28","일반건축물","주택 및 근린생활시설","철근콘크리트구조","639.17","6/1","247.9","102.33","41.28","199.5","철근콘크리트구조","(철근)콘크리트","20171212","20200428","20211026"
"11710-20720",,"송파구","송파동","28-1","표제부","다세대주택(10세대)","철근콘크리트구조","648.14","4/1","297.6","161.04","54.11","190.95","철근콘크리트조","평스라브","19951116","19951124","19960614"
"11710-100179535",,"송파구","송파동","28-2","표제부","공동주택(다세대주택)","철근콘크리트구조","361","5/0","166.3","97.98","58.92","217.08","철근콘크리트구조","평스라브","20080404","20080411","20080825"
"11710-100179542",,"송파구","송파동","28-3","표제부","공동주택(다세대주택)","철근콘크리트구조","419.61","5/0","188.7","112.88","59.82","222.37","철근콘크리트구조","평스라브","20080404","20080411","20080825"
"11710-16745",,"송파구","송파동","28-4","일반건축물","다가구주택(10가구)","철근콘크리트구조","489.32","3/1","214.9","128.78","59.93","169.45","철근콘크리트조","아스팔트슁글","19960401","19960422","19960805"
"11710-15005","용미주택","송파구","송파동","28-5","표제부","공동주택(다세대주택)","철근콘크리트구조","440.19","5/0","204.6","110.96","54.23","215.15","철근콘크리트구조","(철근)콘크리트,평스라브","20030710","20040201","20040726"
"11710-13636",,"송파구","송파동","28-6","일반건축물","다가구용단독주택(9가구)","철근콘크리트구조","381.99","3/1","181.8","108.99","59.95","160.69","철근콘크리트,","평스라브","19940131","19940415","19940819"
"11710-21321",,"송파구","송파동","28-7","일반건축물","다가구주택(10가구)","철근콘크리트구조","497.04","3/1","214.9","126.96","59.07","172.21","철근콘크리트조,","평슬라브위아스팔트슁","19951219","19960312","19960724"
"11710-19715",,"송파구","송파동","28-8","일반건축물","다가구용단독주택(10가구)","철근콘크리트구조","448.22","3/1","204.6","121.22","59.25","162.26","철근콘크리트조,","평스라브","19930630","19930814","19931117"
"11710-15810",,"송파구","송파동","28-9","일반건축물","주택및근린생활시설","벽돌구조","192.93","2/1","0","0","0","0","연와조","스라브",,,"19821204"
